대단원,중단원,문제,①,②,③,④,⑤,정답,문항 형식,Main/Sub,동아,미래엔,비상,지학사,천재,출제 수준,선지 개수,학습 개념 해설
지구시스템,지구시스템의 구성 요소,"지구 시스템은 기권, 수권, 지권의 3가지 요소로 이루어져 있다. (O / X)",O,X,,,,②,OX형,MAIN,TRUE,TRUE,TRUE,TRUE,TRUE,개념 호출,2,"지구 시스템은 기권, 수권, 지권, 생물권, 외권으로 이루어져 있다."
지구시스템,지구시스템의 구성 요소,"지구 시스템은 기권, (     ), 지권, 생물권, 외권으로 이루어져 있다. 
빈칸에 들어갈 말로 알맞은 것은?",암석권,해양권,수권,열권,성층권,③,단답형,MAIN,TRUE,TRUE,TRUE,TRUE,TRUE,개념 호출,5,"지구 시스템은 기권, 수권, 지권, 생물권, 외권으로 이루어져 있다."
지구시스템,지구시스템의 구성 요소,"지구시스템의 구성 요소 중 기권, 수권, 지권은 (     ) 구조를 이루고 있다. 
빈칸에 들어갈 말로 가장 적절한 것은?",연쇄적,평면,격자형,성층,나선형,④,단답형,SUB,TRUE,FALSE,TRUE,FALSE,FALSE,개념 호출,5,"지구시스템의 구성 요소 중 기권, 수권, 지권은 성층 구조를 이루고 있다. "
지구시스템,지구시스템의 구성 요소,"지구시스템의 구성 요소 중       ㉠      은 성층 구조를 이루고 있다.
㉠에 들어갈 말로 가장 적절한 것은?","기권, 수권, 생물권","수권, 지권, 외권","기권, 지권, 외권","기권, 수권, 지권","기권, 생물권, 외권",④,서술형,SUB,TRUE,FALSE,TRUE,FALSE,FALSE,개념 호출,5,"지구시스템의 구성 요소 중 기권, 수권, 지권은 성층 구조를 이루고 있다. "
지구시스템,지구시스템의 구성 요소,지구시스템의 5가지 구성 요소 중 성층 수조를 이루고 있는 것은 2가지이다. (O / X),O,X,,,,②,OX형,SUB,TRUE,FALSE,TRUE,FALSE,FALSE,개념 변형,2,"지구시스템의 구성 요소 중 기권, 수권, 지권은 성층 구조를 이루고 있다. "
지구시스템,지구시스템의 구성 요소,"지구시스템 내의 각 권역들 사이에서는 물질과 (      )이(가) 한 곳에 머무르지 않고 이동하며 다양한 자연 현상이 일어난다. 
빈칸에 들어갈 말로 가장 적절한 것은?",온도,에너지,힘,,,②,단답형,MAIN,FALSE,FALSE,TRUE,TRUE,TRUE,개념 호출,3,지구시스템 내의 각 권역들 사이에서는 물질과 에너지가 한 곳에 머무르지 않고 이동하며 다양한 자연 현상이 일어난다. 
지구시스템,지구시스템의 구성 요소,지구시스템에서는 물질과 에너지가 한 권역 내에만 머물며 다양한 자연 현상이 일어난다. (O / X),O,X,,,,②,OX형,MAIN,FALSE,FALSE,TRUE,TRUE,TRUE,개념 변형,2,지구시스템 내의 각 권역들 사이에서는 물질과 에너지가 한 곳에 머무르지 않고 이동하며 다양한 자연 현상이 일어난다. 
지구시스템,지구시스템의 구성 요소,물질과 에너지의 순환 과정에서 각 권역에 유입되는 에너지의 양이 유출되는 에너지의 양보다 크다. (O / X),O,X,,,,②,OX형,SUB,FALSE,FALSE,FALSE,TRUE,FALSE,개념 변형,2,물질과 에너지의 순환 과정에서 각 권역에 유입되는 에너지의 양과 유출되는 에너지의 양은 평형을 이룬다.
지구시스템,지구시스템의 구성 요소,"지구시스템 내 어느 권역에 유입되는 에너지의 양이 100이라고 할때, 유출되는 에너지의 양으로 알맞은 것은?",0,10,50,100,500,④,단답형,SUB,FALSE,FALSE,FALSE,TRUE,FALSE,개념 적용,5,물질과 에너지의 순환 과정에서 각 권역에 유입되는 에너지의 양과 유출되는 에너지의 양은 평형을 이룬다.
,,,,,,,,,,,,,,,,,0,#REF!
지구시스템,지구시스템의 구성 요소,"지구 표면을 둘러싸고 있는 대기층을 (기권/수권/지권/생물권/외권)이라고 한다.
알맞은 것을 고르시오.",기권,수권,지권,생물권,외권,①,단답형,MAIN,TRUE,TRUE,TRUE,TRUE,TRUE,개념 호출,5,지구 표면을 둘러싸고 있는 대기층을 기권이라고 한다.
지구시스템,지구시스템의 구성 요소,지구 표면을 둘러싸고 있는 대기층을 외권이라고 한다. (O / X),O,X,,,,②,OX형,MAIN,TRUE,TRUE,TRUE,TRUE,TRUE,개념 호출,2,지구 표면을 둘러싸고 있는 대기층을 기권이라고 한다.
지구시스템,지구시스템의 구성 요소,"기권은 지표면으로부터 약 (         )km까지 분포한다.
빈칸에 들어갈 숫자로 알맞은 것을 고르시오.",10,50,100,500,1000,⑤,단답형,MAIN,TRUE,TRUE,TRUE,TRUE,TRUE,개념 호출,5,기권은 지표면으로 부터 약 1000km까지 분포한다.
지구시스템,지구시스템의 구성 요소,기권은 지표면으로부터 약 100km까지 분포한다. (O / X),O,X,,,,②,OX형,MAIN,TRUE,TRUE,TRUE,TRUE,TRUE,개념 호출,2,기권은 지표면으로 부터 약 1000km까지 분포한다.
지구시스템,지구시스템의 구성 요소,"기권은 높이에 따른 기온의 변화에 따라            ㉠           의 4개의 층으로 구분된다. 
㉠에 들어갈 말로 알맞은 것을 고르시오.","대류권, 성층권, 열권, 외권","대기권, 성층권, 중간권, 열권","대류권, 성층권, 중간권, 열권","대기권, 성층권, 열권, 외권","대류권, 중간권, 열권, 외권",③,서술형,MAIN,TRUE,TRUE,FALSE,TRUE,TRUE,개념 호출,5,"기권은 높이에 따른 기온의 변화에 따라 대류권, 성층권, 중간권, 열권의 4개의 층으로 구분된다. "
지구시스템,지구시스템의 구성 요소,"기권은        ㉠       에 따라 대류권, 성층권, 중간권, 열권의 4개의 층으로 구분된다.
㉠에 들어갈 말로 알맞은 것을 고르시오.",높이에 따른 기압의 변화,높이에 따른 수증기량의 변화,기압에 따른 기온의 변화,높이에 따른 기온의 변화,높이에 따른 바람 세기의 변화,④,서술형,MAIN,TRUE,TRUE,FALSE,TRUE,TRUE,개념 호출,5,"기권은 높이에 따른 기온의 변화에 따라 대류권, 성층권, 중간권, 열권의 4개의 층으로 구분된다. "
지구시스템,지구시스템의 구성 요소,기권은 높이에 따른 기온의 변화에 따라 (3/4/5)개의 층으로 구분된다.,3,4,5,,,②,단답형,MAIN,TRUE,TRUE,FALSE,TRUE,TRUE,개념 호출,3,"기권은 높이에 따른 기온의 변화에 따라 대류권, 성층권, 중간권, 열권의 4개의 층으로 구분된다. "
지구시스템,지구시스템의 구성 요소,기권은 높이에 따른 기온의 변화에 따라 3개의 층으로 구분된다. (O / X),O,X,,,,②,OX형,MAIN,TRUE,TRUE,FALSE,TRUE,TRUE,개념 호출,2,"기권은 높이에 따른 기온의 변화에 따라 대류권, 성층권, 중간권, 열권의 4개의 층으로 구분된다. "
지구시스템,지구시스템의 구성 요소,"지구의 대기는 (      )와 산소가 약 99%로 대기 부피의 대부분을 차지한다.
빈칸에 들어갈 말로 적절한 것은?",수소,헬륨,이산화 탄소,질소,이산화 질소,④,단답형,SUB,FALSE,TRUE,FALSE,TRUE,FALSE,개념 호출,5,"지구의 대기는 질소와 산소가 약 99 %로 전체 대기 부피의 대부분을 차지하며, 그 외에 아르곤과 이산화 탄소 등이 나머지를 차지한다."
지구시스템,지구시스템의 구성 요소,"지구의 대기는 (이산화 탄소/수소/질소)와 산소가 약 99%로 대기 부피의 대부분을 차지한다.
옳은 것을 고르시오.",이산화 탄소,수소,질소,,,③,단답형,SUB,FALSE,TRUE,FALSE,TRUE,FALSE,개념 호출,3,"지구의 대기는 질소와 산소가 약 99 %로 전체 대기 부피의 대부분을 차지하며, 그 외에 아르곤과 이산화 탄소 등이 나머지를 차지한다."
지구시스템,지구시스템의 구성 요소,지구의 대기는 산소와 이산화 탄소가 약 99%로 대기 부피의 대부분을 차지한다. (O / X),O,X,,,,②,OX형,SUB,FALSE,TRUE,FALSE,TRUE,FALSE,개념 호출,2,"지구의 대기는 질소와 산소가 약 99 %로 전체 대기 부피의 대부분을 차지하며, 그 외에 아르곤과 이산화 탄소 등이 나머지를 차지한다."
지구시스템,지구시스템의 구성 요소,"기권에서 전체 대기 질량의 99 %가 높이 약 (     ) km 이내에 집중되어 있다.
빈칸에 들어갈 숫자로 알맞은 것을 고르시오.",5,11,32,55,100,③,단답형,SUB,FALSE,TRUE,FALSE,FALSE,FALSE,개념 호출,5,기권에서 전체 대기 질량의 99 %가 높이 약 32 km 이내에 집중되어 있다.
지구시스템,지구시스템의 구성 요소,기권에서 전체 대기 질량의 99 %가 높이 약 32 km 이내에 집중되어 있다. (O / X),O,X,,,,①,OX형,SUB,FALSE,TRUE,FALSE,FALSE,FALSE,개념 호출,2,기권에서 전체 대기 질량의 99 %가 높이 약 32 km 이내에 집중되어 있다.
지구시스템,지구시스템의 구성 요소,"기권은 (수권/지권/외권)으로부터 오는 유해한 전자기파를 막아 준다.
옳은 것을 고르시오.",수권,지권,외권,,,③,단답형,MAIN,TRUE,TRUE,FALSE,FALSE,TRUE,개념 호출,3,기권은 외권으로부터 오는 X선과 자외선 등의 유해한 전자기파와 유성체의 대부분을 막아 준다.
지구시스템,지구시스템의 구성 요소,기권은 외권으로부터 오는 유성체의 대부분을 막아 줄 수 있다. (O / X),O,X,,,,①,OX형,MAIN,TRUE,TRUE,FALSE,FALSE,TRUE,개념 변형,2,기권은 외권으로부터 오는 X선과 자외선 등의 유해한 전자기파와 유성체의 대부분을 막아 준다.
지구시스템,지구시스템의 구성 요소,기권은 생명체의 호흡을 돕는 역할을 한다. (O / X),O,X,,,,①,OX형,SUB,FALSE,TRUE,FALSE,FALSE,TRUE,개념 변형,2,기권은 생명체에게 호흡할 대기를 제공한다.
지구시스템,지구시스템의 구성 요소,기권은 생명 활동의 유지에는 중요한 역할을 하지 않는다. (O / X),O,X,,,,②,OX형,SUB,FALSE,TRUE,FALSE,FALSE,TRUE,개념 변형,2,기권은 생명체에게 호흡할 대기를 제공한다.
지구시스템,지구시스템의 구성 요소,"기권은 (            )을(를) 일으켜 지구 표면의 온도를 유지한다.
빈칸에 들어갈 말로 가장 적절한 것은?",기온 차이,기상 현상,지표면 반사,온실 효과,대류 현상,④,단답형,SUB,FALSE,TRUE,FALSE,FALSE,TRUE,개념 호출,5,기권은 온실 효과를 일으켜 지구 표면의 온도를 유지한다.
지구시스템,지구시스템의 구성 요소,기권에 온실 효과가 발생할 수 있다. (O / X),O,X,,,,①,OX형,SUB,FALSE,TRUE,FALSE,FALSE,TRUE,개념 호출,2,기권은 온실 효과를 일으켜 지구 표면의 온도를 유지한다.
지구시스템,지구시스템의 구성 요소,"기권은 생물의 광합성에 필요한 기체를 제공하지 않고, 외권이 그 역할을 담당한다. (O / X)",O,X,,,,②,OX형,SUB,FALSE,TRUE,FALSE,FALSE,FALSE,개념 변형,2,기권은 생물의 광합성에 필요한 기체를 제공한다.
지구시스템,지구시스템의 구성 요소,지구 시스템에서 생물의 광합성에 필요한 기체를 제공하는 것은 다음 중 어느 요소에 해당하는가?,외권,기권,수권,지권,생물권,②,단답형,SUB,FALSE,TRUE,FALSE,FALSE,FALSE,개념 호출,5,기권은 생물의 광합성에 필요한 기체를 제공한다.
지구시스템,지구시스템의 구성 요소,"열권은 낮과 밤의 기온 차가 (크다/작다).
옳은 것을 고르시오.",크다,작다,,,,①,단답형,MAIN,TRUE,TRUE,FALSE,TRUE,FALSE,개념 호출,2,열권은 공기가 매우 희박하여 낮과 밤의 기온 차가 크다.
지구시스템,지구시스템의 구성 요소,열권은 공기가 상대적으로 많이 분포하여 낮과 밤의 기온 차가 크다. (O / X),O,X,,,,②,OX형,MAIN,TRUE,TRUE,FALSE,TRUE,FALSE,개념 변형,2,열권은 공기가 매우 희박하여 낮과 밤의 기온 차가 크다.
지구시스템,지구시스템의 구성 요소,"(성층권/중간권/열권)에서 오로라가 나타나기도 한다.
옳은 것을 고르시오.",성층권,중간권,열권,,,③,단답형,MAIN,TRUE,TRUE,TRUE,FALSE,TRUE,개념 호출,3,열권에서 오로라가 나타나기도 한다.
지구시스템,지구시스템의 구성 요소,열권에서 오로라가 나타나기도 한다. (O / X),O,X,,,,①,OX형,MAIN,TRUE,TRUE,TRUE,FALSE,TRUE,개념 호출,2,열권에서 오로라가 나타나기도 한다.
지구시스템,지구시스템의 구성 요소,열권에서는 위로 올라갈수록 기온이 (상승/하강)한다.,상승,하강,,,,①,단답형,MAIN,TRUE,TRUE,TRUE,TRUE,TRUE,개념 호출,2,열권에서는 위로 올라갈수록 기온이 상승한다.
지구시스템,지구시스템의 구성 요소,열권에서는 위로 올라갈수록 기온이 하강한다. (O / X),O,X,,,,②,OX형,MAIN,TRUE,TRUE,TRUE,TRUE,TRUE,개념 호출,2,열권에서는 위로 올라갈수록 기온이 상승한다.
지구시스템,지구시스템의 구성 요소,중간권에서는 대류와 기상 현상이 모두 일어난다. (O / X),O,X,,,,②,OX형,MAIN,TRUE,TRUE,FALSE,TRUE,FALSE,개념 변형,2,"중간권에서는 대류가 일어나지만, 수증기가 거의 없어 기상 현상은 일어나지 않는다."
지구시스템,지구시스템의 구성 요소,"중간권에서는 (           ㉠           ) 기상 현상이 일어나지 않는다.
㉠에 들어갈 알맞은 말은?",대류가 일어나지 않아,대류 현상이 발생하여,수증기가 분포하지만,수증기가 거의 없어,바람이 거의 불지 않아,④,서술형,MAIN,TRUE,TRUE,FALSE,TRUE,FALSE,개념 호출,5,"중간권에서는 대류가 일어나지만, 수증기가 거의 없어 기상 현상은 일어나지 않는다."
지구시스템,지구시스템의 구성 요소,중간권에서는 대류 현상이 일어나지 않아 기상 현상도 발생하지 않는다. (O / X),O,X,,,,②,OX형,MAIN,TRUE,TRUE,FALSE,TRUE,FALSE,개념 변형,2,"중간권에서는 대류가 일어나지만, 수증기가 거의 없어 기상 현상은 일어나지 않는다."
지구시스템,지구시스템의 구성 요소,"중간권에서는 위로 올라갈수록 기온이 (상승/하강)한다.
옳은 것을 고르시오.",상승,하강,,,,②,단답형,MAIN,TRUE,TRUE,TRUE,TRUE,TRUE,개념 호출,2,중간권에서는 위로 올라갈수록 기온이 하강한다.
지구시스템,지구시스템의 구성 요소,중간권에서는 위로 올라갈수록 기온이 하강한다. (O / X),O,X,,,,①,OX형,MAIN,TRUE,TRUE,TRUE,TRUE,TRUE,개념 호출,2,중간권에서는 위로 올라갈수록 기온이 하강한다.
지구시스템,지구시스템의 구성 요소,중간권에서는 유성이 나타난다. (O / X),O,X,,,,①,OX형,MAIN,TRUE,TRUE,FALSE,TRUE,TRUE,개념 호출,2,중간권에서 유성이 나타난다.
지구시스템,지구시스템의 구성 요소,"기권 중 유성이 주로 나타나는 부분은 (대류권 / 성층권 / 중간권 / 열권)이다. 
적절한 것을 고르시오.",대류권,성층권,중간권,열권,,③,단답형,MAIN,TRUE,TRUE,FALSE,TRUE,TRUE,개념 호출,4,중간권에서 유성이 나타난다.
지구시스템,지구시스템의 구성 요소,"성층권에서는 위로 올라갈수록 기온이 (높아진다/낮아진다/일정하다).
옳은 것을 고르시오.",높아진다,낮아진다,일정하다,,,①,단답형,MAIN,TRUE,TRUE,TRUE,TRUE,TRUE,개념 호출,3,성층권에서는 위로 올라갈수록 기온이 높아진다.
지구시스템,지구시스템의 구성 요소,성층권에서는 위로 올라갈수록 기온이 높아진다. (O / X),O,X,,,,①,OX형,MAIN,TRUE,TRUE,TRUE,TRUE,TRUE,개념 호출,2,성층권에서는 위로 올라갈수록 기온이 높아진다.
지구시스템,지구시스템의 구성 요소,"성층권은 대류가 일어나지 않는 (안정한/불안정한) 층이다.
옳은 것을 고르시오.",안정한,불안정한,,,,①,단답형,SUB,TRUE,TRUE,FALSE,FALSE,FALSE,개념 호출,2,성층권은 대류가 일어나지 않는 안정한 층이다.
지구시스템,지구시스템의 구성 요소,성층권에서는 대류가 활발하게 일어난다. (O / X),O,X,,,,②,OX형,SUB,TRUE,TRUE,FALSE,FALSE,FALSE,개념 변형,2,성층권은 대류가 일어나지 않는 안정한 층이다.
지구시스템,지구시스템의 구성 요소,"성층권에는 높이 20~30 km 부근에 (  ㉠  )의 농도가 높은 (  ㉠  )층이 형성되어 있다.
㉠에 들어갈 말로 알맞은 것은?",산소,수소,수증기,메테인,오존,⑤,단답형,MAIN,TRUE,TRUE,TRUE,TRUE,FALSE,개념 호출,5,성층권에서는 높이 20~30 km 부근에 오존의 농도가 높은 오존층이 형성되어 있다.
